icd_code,cghr_code,cghr_label
H19,6,NCD
H20,6,NCD
H21,6,NCD
H22,6,NCD
H23,6,NCD
H24,6,NCD
H25,6,NCD
H26,6,NCD
H27,6,NCD
H28,6,NCD
H29,6,NCD
H30,6,NCD
H31,6,NCD
H32,6,NCD
H33,6,NCD
H34,6,NCD
H35,6,NCD
H36,6,NCD
H37,6,NCD
H38,6,NCD
H39,6,NCD
H40,6,NCD
H41,6,NCD
H42,6,NCD
H43,6,NCD
H44,6,NCD
H45,6,NCD
H46,6,NCD
H47,6,NCD
H48,6,NCD
H49,6,NCD
H50,6,NCD
H51,6,NCD
H52,6,NCD
H53,6,NCD
H54,6,NCD
H55,6,NCD
H56,6,NCD
H57,6,NCD
H58,6,NCD
H59,6,NCD
H61,6,NCD
H62,6,NCD
H69,6,NCD
H72,6,NCD
H73,6,NCD
H74,6,NCD
H75,6,NCD
H76,6,NCD
H77,6,NCD
H78,6,NCD
H79,6,NCD
H80,6,NCD
H81,6,NCD
H82,6,NCD
H83,6,NCD
H84,6,NCD
H85,6,NCD
H86,6,NCD
H87,6,NCD
H88,6,NCD
H89,6,NCD
H90,6,NCD
H91,6,NCD
H92,6,NCD
H93,6,NCD
H94,6,NCD
H95,6,NCD
I00,6,NCD
I01,6,NCD
I02,6,NCD
I03,6,NCD
I04,6,NCD
I05,6,NCD
I06,6,NCD
I07,6,NCD
I08,6,NCD
I09,6,NCD
I10,6,NCD
I11,6,NCD
I12,6,NCD
I13,6,NCD
I14,6,NCD
I15,6,NCD
I16,6,NCD
I17,6,NCD
I18,6,NCD
I19,6,NCD
I20,6,NCD
I21,6,NCD
I22,6,NCD
I23,6,NCD
I24,6,NCD
I25,6,NCD
I26,6,NCD
I27,6,NCD
I28,6,NCD
I31,6,NCD
I34,6,NCD
I35,6,NCD
I36,6,NCD
I37,6,NCD
I38,6,NCD
I42,6,NCD
I43,6,NCD
I44,6,NCD
I45,6,NCD
I46,6,NCD
I47,6,NCD
I48,6,NCD
I49,6,NCD
I50,6,NCD
I51,6,NCD
I52,6,NCD
I53,6,NCD
I54,6,NCD
I55,6,NCD
I56,6,NCD
I57,6,NCD
I58,6,NCD
I59,6,NCD
I60,6,NCD
I61,6,NCD
I62,6,NCD
I63,6,NCD
I64,6,NCD
I65,6,NCD
I66,6,NCD
I67,6,NCD
I68,6,NCD
I69,6,NCD
I70,6,NCD
I71,6,NCD
I72,6,NCD
I73,6,NCD
I74,6,NCD
I75,6,NCD
I76,6,NCD
I77,6,NCD
I78,6,NCD
I79,6,NCD
I80,6,NCD
I81,6,NCD
I82,6,NCD
I83,6,NCD
I84,6,NCD
I85,6,NCD
I86,6,NCD
I87,6,NCD
I88,6,NCD
I89,6,NCD
I90,6,NCD
I91,6,NCD
I92,6,NCD
I93,6,NCD
I94,6,NCD
I95,6,NCD
I96,6,NCD
I97,6,NCD
I98,6,NCD
I99,6,NCD
J30,6,NCD
J31,6,NCD
J33,6,NCD
J34,6,NCD
J35,6,NCD
J37,6,NCD
J38,6,NCD
J39,6,NCD
J40,6,NCD
J41,6,NCD
J42,6,NCD
J43,6,NCD
J44,6,NCD
J45,6,NCD
J46,6,NCD
J47,6,NCD
J60,6,NCD
J64,6,NCD
J66,6,NCD
J67,6,NCD
J68,6,NCD
J69,6,NCD
J70,6,NCD
J80,6,NCD
J81,6,NCD
J82,6,NCD
J84,6,NCD
J90,6,NCD
J91,6,NCD
J92,6,NCD
J93,6,NCD
J94,6,NCD
J95,6,NCD
J96,6,NCD
J97,6,NCD
J98,6,NCD
J99,6,NCD
K00,6,NCD
K01,6,NCD
K03,6,NCD
K06,6,NCD
K07,6,NCD
K08,6,NCD
K09,6,NCD
K10,6,NCD
K11,6,NCD
K12,6,NCD
K13,6,NCD
K14,6,NCD
K15,6,NCD
K16,6,NCD
K17,6,NCD
K18,6,NCD
K19,6,NCD
K20,6,NCD
K21,6,NCD
K22,6,NCD
K23,6,NCD
K24,6,NCD
K25,6,NCD
K26,6,NCD
K27,6,NCD
K28,6,NCD
K29,6,NCD
K30,6,NCD
K31,6,NCD
K32,6,NCD
K33,6,NCD
K34,6,NCD
K35,6,NCD
K36,6,NCD
K37,6,NCD
K38,6,NCD
K39,6,NCD
K40,6,NCD
K41,6,NCD
K42,6,NCD
K43,6,NCD
K44,6,NCD
K45,6,NCD
K46,6,NCD
K47,6,NCD
K48,6,NCD
K49,6,NCD
K50,6,NCD
K51,6,NCD
K52,6,NCD
K53,6,NCD
K54,6,NCD
K55,6,NCD
K56,6,NCD
K57,6,NCD
K58,6,NCD
K59,6,NCD
K60,6,NCD
K62,6,NCD
K63,6,NCD
K70,6,NCD
K71,6,NCD
K72,6,NCD
K73,6,NCD
K74,6,NCD
K75,6,NCD
K76,6,NCD
K77,6,NCD
K78,6,NCD
K79,6,NCD
K80,6,NCD
K82,6,NCD
K83,6,NCD
K84,6,NCD
K85,6,NCD
K86,6,NCD
K87,6,NCD
K88,6,NCD
K89,6,NCD
K90,6,NCD
K91,6,NCD
K92,6,NCD
K93,6,NCD
L05,6,NCD
L10,6,NCD
L11,6,NCD
L12,6,NCD
L13,6,NCD
L14,6,NCD
L15,6,NCD
L16,6,NCD
L17,6,NCD
L18,6,NCD
L19,6,NCD
L20,6,NCD
L21,6,NCD
L22,6,NCD
L23,6,NCD
L24,6,NCD
L25,6,NCD
L26,6,NCD
L27,6,NCD
L28,6,NCD
L29,6,NCD
L30,6,NCD
L31,6,NCD
L32,6,NCD
L33,6,NCD
L34,6,NCD
L35,6,NCD
L36,6,NCD
L37,6,NCD
L38,6,NCD
L39,6,NCD
L40,6,NCD
L41,6,NCD
L42,6,NCD
L43,6,NCD
L44,6,NCD
L45,6,NCD
L46,6,NCD
L47,6,NCD
L48,6,NCD
L49,6,NCD
L50,6,NCD
L51,6,NCD
L52,6,NCD
L53,6,NCD
L54,6,NCD
L55,6,NCD
L56,6,NCD
L57,6,NCD
L58,6,NCD
L59,6,NCD
L60,6,NCD
L61,6,NCD
L62,6,NCD
L63,6,NCD
L64,6,NCD
L65,6,NCD
L66,6,NCD
L67,6,NCD
L68,6,NCD
L69,6,NCD
L70,6,NCD
L71,6,NCD
L72,6,NCD
L73,6,NCD
L74,6,NCD
L75,6,NCD
L76,6,NCD
L77,6,NCD
L78,6,NCD
L79,6,NCD
L80,6,NCD
L81,6,NCD
L82,6,NCD
L83,6,NCD
L84,6,NCD
L85,6,NCD
L86,6,NCD
L87,6,NCD
L88,6,NCD
L89,6,NCD
L90,6,NCD
L91,6,NCD
L92,6,NCD
L93,6,NCD
L94,6,NCD
L95,6,NCD
L96,6,NCD
L97,6,NCD
L98,6,NCD
L99,6,NCD
M02,6,NCD
M03,6,NCD
M04,6,NCD
M05,6,NCD
M06,6,NCD
M07,6,NCD
M08,6,NCD
M09,6,NCD
M10,6,NCD
M11,6,NCD
M12,6,NCD
M13,6,NCD
M14,6,NCD
M15,6,NCD
M16,6,NCD
M17,6,NCD
M18,6,NCD
M19,6,NCD
M20,6,NCD
M21,6,NCD
M22,6,NCD
M23,6,NCD
M24,6,NCD
M25,6,NCD
M26,6,NCD
M27,6,NCD
M28,6,NCD
M29,6,NCD
M30,6,NCD
M31,6,NCD
M32,6,NCD
M33,6,NCD
M34,6,NCD
M35,6,NCD
M36,6,NCD
M37,6,NCD
M38,6,NCD
M39,6,NCD
M40,6,NCD
M41,6,NCD
M42,6,NCD
M43,6,NCD
M44,6,NCD
M45,6,NCD
M46,6,NCD
M47,6,NCD
M48,6,NCD
M49,6,NCD
M50,6,NCD
M51,6,NCD
M52,6,NCD
M53,6,NCD
M54,6,NCD
M61,6,NCD
M62,6,NCD
M63,6,NCD
M64,6,NCD
M65,6,NCD
M66,6,NCD
M67,6,NCD
M68,6,NCD
M69,6,NCD
M70,6,NCD
M71,6,NCD
M72,6,NCD
M73,6,NCD
M74,6,NCD
M75,6,NCD
M76,6,NCD
M77,6,NCD
M78,6,NCD
M79,6,NCD
M80,6,NCD
M81,6,NCD
M82,6,NCD
M83,6,NCD
M84,6,NCD
M85,6,NCD
M87,6,NCD
M88,6,NCD
M89,6,NCD
M90,6,NCD
M91,6,NCD
M92,6,NCD
M93,6,NCD
M94,6,NCD
M95,6,NCD
M96,6,NCD
M97,6,NCD
M98,6,NCD
M99,6,NCD
N00,6,NCD
N01,6,NCD
N02,6,NCD
N03,6,NCD
N04,6,NCD
N05,6,NCD
N06,6,NCD
N07,6,NCD
N08,6,NCD
N11,6,NCD
N12,6,NCD
N13,6,NCD
N14,6,NCD
N15,6,NCD
N16,6,NCD
N17,6,NCD
N18,6,NCD
N19,6,NCD
N20,6,NCD
N21,6,NCD
N22,6,NCD
N23,6,NCD
N24,6,NCD
N25,6,NCD
N26,6,NCD
N27,6,NCD
N28,6,NCD
N29,6,NCD
N31,6,NCD
N32,6,NCD
N33,6,NCD
N35,6,NCD
N36,6,NCD
N37,6,NCD
N38,6,NCD
N39,6,NCD
N40,6,NCD
N42,6,NCD
N43,6,NCD
N44,6,NCD
N45,6,NCD
N46,6,NCD
N47,6,NCD
N48,6,NCD
N50,6,NCD
N51,6,NCD
N60,6,NCD
N62,6,NCD
N63,6,NCD
N64,6,NCD
N75,6,NCD
N76,6,NCD
N77,6,NCD
N78,6,NCD
N79,6,NCD
N80,6,NCD
N81,6,NCD
N82,6,NCD
N83,6,NCD
N84,6,NCD
N85,6,NCD
N86,6,NCD
N87,6,NCD
N88,6,NCD
N89,6,NCD
N90,6,NCD
N91,6,NCD
N92,6,NCD
N93,6,NCD
N94,6,NCD
N95,6,NCD
N96,6,NCD
N97,6,NCD
N98,6,NCD
N99,6,NCD
P04,6,NCD
P08,6,NCD
P51,6,NCD
P53,6,NCD
P54,6,NCD
P55,6,NCD
P56,6,NCD
P57,6,NCD
P58,6,NCD
P59,6,NCD
P60,6,NCD
P70,6,NCD
P71,6,NCD
P72,6,NCD
P74,6,NCD
P75,6,NCD
P76,6,NCD
P78,6,NCD
P80,6,NCD
P81,6,NCD
P82,6,NCD
P83,6,NCD
P92,6,NCD
P93,6,NCD
P94,6,NCD
R00,6,NCD
R01,6,NCD
R03,6,NCD
R04,6,NCD
R05,6,NCD
R06,6,NCD
R11,6,NCD
R12,6,NCD
R13,6,NCD
R14,6,NCD
R15,6,NCD
R16,6,NCD
R17,6,NCD
R18,6,NCD
R19,6,NCD
R20,6,NCD
R21,6,NCD
R22,6,NCD
R23,6,NCD
R26,6,NCD
R27,6,NCD
R29,6,NCD
R30,6,NCD
R31,6,NCD
R32,6,NCD
R33,6,NCD
R34,6,NCD
R35,6,NCD
R36,6,NCD
R37,6,NCD
R38,6,NCD
R39,6,NCD
R40,6,NCD
R41,6,NCD
R42,6,NCD
R43,6,NCD
R44,6,NCD
R45,6,NCD
R46,6,NCD
R47,6,NCD
R48,6,NCD
R49,6,NCD
R55,6,NCD
R56,6,NCD
R59,6,NCD
R63,6,NCD
R70,6,NCD
R71,6,NCD
R72,6,NCD
R73,6,NCD
R74,6,NCD
R76,6,NCD
R77,6,NCD
R80,6,NCD
R81,6,NCD
R82,6,NCD
R84,6,NCD
R85,6,NCD
R86,6,NCD
R87,6,NCD
R90,6,NCD
R91,6,NCD
D50,8,Nutritional
D51,8,Nutritional
D52,8,Nutritional
D53,8,Nutritional
E00,8,Nutritional
E01,8,Nutritional
E02,8,Nutritional
E40,8,Nutritional
E41,8,Nutritional
E42,8,Nutritional
E43,8,Nutritional
E44,8,Nutritional
E45,8,Nutritional
E46,8,Nutritional
E50,8,Nutritional
E51,8,Nutritional
E52,8,Nutritional
E53,8,Nutritional
E54,8,Nutritional
E55,8,Nutritional
E56,8,Nutritional
E59,8,Nutritional
E60,8,Nutritional
E61,8,Nutritional
E63,8,Nutritional
E64,8,Nutritional
X53,8,Nutritional
X54,8,Nutritional
ZZ11,4,Other Infections
ZZ12,6,NCD
ZZ13,6,NCD
ZZ15,6,NCD
P07,5,Congenital anomalies
P01,5,Congenital anomalies
P05,5,Congenital anomalies
P21,5,Congenital anomalies
P27,6,NCD
